antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'培训'}),frozenset({'绩效考核'}),0.0978,0.0954,0.0514,0.5255623721881391,5.5090395407561745,1.0,0.042069880000000004,1.906678448275862,0.9072047834648895,0.36248236953455576,0.4755277163256015,0.5321732196370466
frozenset({'营销策划'}),frozenset({'公关'}),0.1122,0.1132,0.0698,0.6221033868092692,5.495612957679057,1.0,0.057098960000000004,2.346673584905661,0.9214200002452861,0.44858611825192807,0.5738648926581746,0.6193555803304297
frozenset({'公关'}),frozenset({'营销策划'}),0.1132,0.1122,0.0698,0.6166077738515902,5.495612957679057,1.0,0.057098960000000004,2.315644239631337,0.922459039487782,0.44858611825192807,0.5681547351335776,0.6193555803304297
frozenset({'沟通协调'}),frozenset({'PPT'}),0.096,0.095,0.05,0.5208333333333334,5.482456140350878,1.0,0.04088,1.8886956521739133,0.9044247787610619,0.35460992907801414,0.47053406998158387,0.5235745614035088
frozenset({'PPT'}),frozenset({'沟通协调'}),0.095,0.096,0.05,0.5263157894736842,5.482456140350877,1.0,0.04088,1.9084444444444444,0.9034254143646407,0.35460992907801414,0.47601304145319046,0.5235745614035088
frozenset({'媒介投放'}),frozenset({'渠道拓展'}),0.1098,0.1124,0.0676,0.6156648451730419,5.477445241753042,1.0,0.05525847999999999,2.3094426540284356,0.9182578477810318,0.43725743855109955,0.5669950937055452,0.608544166358763
frozenset({'渠道拓展'}),frozenset({'媒介投放'}),0.1124,0.1098,0.0676,0.6014234875444839,5.477445241753042,1.0,0.05525847999999999,2.233448214285714,0.9209476522022021,0.43725743855109955,0.5522618372775601,0.608544166358763
frozenset({'媒介投放'}),frozenset({'公关'}),0.1098,0.1132,0.068,0.6193078324225866,5.470917247549352,1.0,0.055570640000000004,2.329441148325359,0.9180131365060066,0.43870967741935496,0.57071248581708,0.6100072731017527
frozenset({'公关'}),frozenset({'媒介投放'}),0.1132,0.1098,0.068,0.6007067137809188,5.470917247549352,1.0,0.055570640000000004,2.2294389380530975,0.9215328079811085,0.43870967741935496,0.5514566544382372,0.6100072731017527
frozenset({'营销策划'}),frozenset({'BD'}),0.1122,0.1156,0.0708,0.6310160427807487,5.458616287030699,1.0,0.05782968,2.396852173913044,0.9200308513522284,0.45095541401273886,0.5827861180243654,0.6217363950927965
frozenset({'BD'}),frozenset({'营销策划'}),0.1156,0.1122,0.0708,0.6124567474048443,5.458616287030699,1.0,0.05782968,2.290841071428572,0.9235678311064095,0.45095541401273886,0.5634791027312958,0.6217363950927965
frozenset({'营销策划'}),frozenset({'品牌推广'}),0.1122,0.1136,0.0688,0.6131907308377897,5.397805729205896,1.0,0.05605408,2.2915686635944703,0.9177061667985141,0.43821656050955415,0.5636177017574343,0.6094122668273456
frozenset({'品牌推广'}),frozenset({'营销策划'}),0.1136,0.1122,0.0688,0.6056338028169014,5.397805729205895,1.0,0.05605408,2.251207142857143,0.9191556124590715,0.43821656050955415,0.5557938756667058,0.6094122668273456
frozenset({'BD'}),frozenset({'公关'}),0.1156,0.1132,0.0706,0.610726643598616,5.395111692567279,1.0,0.057514079999999995,2.278090666666667,0.9211296082041505,0.4462705436156763,0.5610359084332611,0.6172007776296966
frozenset({'公关'}),frozenset({'BD'}),0.1132,0.1156,0.0706,0.6236749116607774,5.395111692567278,1.0,0.057514079999999995,2.350095774647887,0.9186366999275493,0.4462705436156763,0.5744854270248501,0.6172007776296966
frozenset({'市场调研'}),frozenset({'媒介投放'}),0.1106,0.1098,0.0654,0.5913200723327305,5.38542870976986,1.0,0.053256120000000004,2.1782327433628317,0.9155765251494153,0.4219354838709678,0.5409122358264778,0.5934742438166385
frozenset({'媒介投放'}),frozenset({'市场调研'}),0.1098,0.1106,0.0654,0.5956284153005464,5.385428709769859,1.0,0.053256120000000004,2.199462162162162,0.9147537199145024,0.4219354838709678,0.545343394761127,0.5934742438166385
frozenset({'渠道拓展'}),frozenset({'公关'}),0.1124,0.1132,0.0684,0.608540925266904,5.375803226739435,1.0,0.05567632,2.2653709090909095,0.9170586824579852,0.4351145038167939,0.5585711832058006,0.6063906039762081
frozenset({'公关'}),frozenset({'渠道拓展'}),0.1132,0.1124,0.0684,0.6042402826855124,5.375803226739435,1.0,0.05567632,2.2427750000000004,0.9178859794200582,0.4351145038167939,0.5541237975276165,0.6063906039762081
frozenset({'Adobe XD'}),frozenset({'Photoshop'}),0.0946,0.0996,0.0502,0.5306553911205074,5.327865372695858,1.0,0.04077784,1.91841981981982,0.8971808810703729,0.34861111111111115,0.4787376622839931,0.5173357276887678
frozenset({'Photoshop'}),frozenset({'Adobe XD'}),0.0996,0.0946,0.0502,0.5040160642570282,5.327865372695857,1.0,0.04077784,1.8254623481781378,0.90216300502123,0.34861111111111115,0.45219357660374215,0.5173357276887678
frozenset({'沟通协调'}),frozenset({'薪酬管理'}),0.096,0.101,0.0504,0.525,5.198019801980198,1.0,0.040704,1.8926315789473687,0.8933839022334596,0.3437926330150068,0.4716351501668521,0.5120049504950495
frozenset({'薪酬管理'}),frozenset({'沟通协调'}),0.101,0.096,0.0504,0.499009900990099,5.198019801980198,1.0,0.040704,1.8044268774703558,0.8983526669844801,0.3437926330150068,0.44580741259966705,0.5120049504950495
frozenset({'内容策划'}),frozenset({'数据分析'}),0.0922,0.1826,0.0518,0.561822125813449,3.076791488573105,1.0,0.03496428,1.8654524752475248,0.7435405379886544,0.23228699551569504,0.46393702693106076,0.42275115052994466
frozenset({'用户增长'}),frozenset({'数据分析'}),0.0932,0.1826,0.0522,0.5600858369098712,3.067282787020105,1.0,0.03518168,1.8580897560975609,0.7432493869224776,0.23345259391771017,0.4618128662954138,0.42297829633007256
frozenset({'PRD文档'}),frozenset({'Figma'}),0.0976,0.1908,0.0552,0.5655737704918032,2.964223115785132,1.0,0.03657792,1.86268679245283,0.7343123650940487,0.23670668953687823,0.4631410905731627,0.4274409732962161
frozenset({'Photoshop'}),frozenset({'Figma'}),0.0996,0.1908,0.056,0.5622489959839357,2.9467976728717806,1.0,0.03699632,1.8485394495412844,0.733727866979755,0.23890784982935154,0.4590323726939394,0.42787502210098255
frozenset({'产品设计'}),frozenset({'数据分析'}),0.095,0.1826,0.051,0.5368421052631579,2.939989623566034,1.0,0.033652999999999995,1.7648409090909092,0.7291301050807062,0.2250661959399823,0.433376688601857,0.40807055975096557
frozenset({'Axure'}),frozenset({'Figma'}),0.1002,0.1908,0.0562,0.5608782435129741,2.9396134356025896,1.0,0.037081840000000005,1.8427690909090912,0.7332954179616032,0.23935264054514482,0.45733841264579106,0.4277137548801768
frozenset({'需求分析'}),frozenset({'Figma'}),0.0978,0.1908,0.0548,0.5603271983640082,2.93672535830193,1.0,0.03613976000000001,1.8404595348837212,0.7309739210073674,0.23438836612489314,0.4566574374246271,0.4237694692029685
frozenset({'产品设计'}),frozenset({'Figma'}),0.095,0.1908,0.0532,0.5599999999999999,2.935010482180293,1.0,0.035073999999999994,1.8390909090909089,0.7284925019731648,0.2287188306104901,0.4562530894710825,0.4194129979035639
frozenset({'需求分析'}),frozenset({'数据分析'}),0.0978,0.1826,0.052,0.5316973415132924,2.9118145756478224,1.0,0.03414172,1.7454524017467248,0.7277449994031684,0.2276707530647986,0.4270826296957333,0.4082364035058247
frozenset({'PRD文档'}),frozenset({'数据分析'}),0.0976,0.1826,0.0514,0.5266393442622951,2.8841147002316267,1.0,0.033578239999999995,1.7268017316017317,0.7239285812843226,0.22465034965034966,0.42089472016429547,0.4040644695024509
frozenset({'用户研究'}),frozenset({'Figma'}),0.0936,0.1908,0.051,0.5448717948717948,2.855722195344837,1.0,0.033141119999999996,1.7779605633802815,0.716930585120191,0.2185089974293059,0.4375578285612887,0.40608369617803575
frozenset({'Axure'}),frozenset({'数据分析'}),0.1002,0.1826,0.0522,0.5209580838323353,2.85300155439395,1.0,0.03390348,1.7063225,0.7218181307212586,0.2263660017346054,0.4139443159191771,0.40341441979130455
frozenset({'Sketch'}),frozenset({'Figma'}),0.0964,0.1908,0.0514,0.533195020746888,2.794523169532956,1.0,0.03300688,1.7334862222222223,0.7106653369229524,0.2179813401187447,0.4231278061627385,0.4012935271449325
frozenset({'原型设计'}),frozenset({'Figma'}),0.0958,0.1908,0.0506,0.5281837160751566,2.7682584699955797,1.0,0.03232136,1.715074336283186,0.7064389021632033,0.21440677966101698,0.4169348938150724,0.39669143875036655
